code,rdkit_smiles
2XN,COc1ccc(cc1OCCNS(C)(=O)=O)c1nc(c(C)s1)C(C)Sc1nc(N)cc(N)n1
2XO,SCc1nc2ccccc2[nH]1
2XP,N=C(CC=CC=O)C(=O)O
2XQ,Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12
2XR,O=C(CCl)c1c[nH]c2ccccc12
2XS,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)C2C3C=CC(C3)C2C1=O
2XT,CCCOC1OC(CO)C(OC2OC(CO)C(O)C(OCc3cn(Cc4ccccc4)nn3)C2O)C(O)C1NC(C)=O
2XU,CCCOC1OC(CO)C(OC2OC(CO)C(O)C(OCc3cn(CC(=O)c4cccc(O)c4)nn3)C2O)C(O)C1NC(C)=O
2XV,C#CCOC1C(O)C(CO)OC(OC2C(CO)OC(OCC=C)C(NC(C)=O)C2O)C1O
2XW,C=CCOC1OC(CO)C(OC2OC(CO)C(O)C(OCc3cn(nn3)c3n[nH]c(N)n3)C2O)C(O)C1NC(C)=O
2XX,CCC1OC(C)=C(O)C1=O
2XY,O=[N+]([O-])c1cc(ccc1NN1CCOCC1)C(F)(F)F
2XZ,CCCc1sc(nc1CSc1nc(N)cc(N)n1)c1ccc(OC)c(c1)OCCO
2Y0,CCCc1sc(nc1CSc1nc(N)cc(N)n1)c1cccc(c1)OCCNS(C)(=O)=O
2Y1,CCCc1sc(nc1C(C)Sc1nc(N)cc(N)n1)c1ccc(OC)c(c1)OCCF
2Y2,C#CCC(CC(O)C(CC1CCCCC1)NC(=O)C(CSC)NC(=O)c1nc2ccccc2[nH]1)C(=O)NCCN1CCOCC1
2Y3,CNC(=O)C(CC(C)C)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
2Y4,CCCCC(NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(F)(F)C(=O)NC
2Y5,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O
2Y6,CC(C)(O)c1ccnc(c1)c1cccc2cc(sc21)C(NS(=O)(=O)C1CC1)c1ccccc1Cl
2Y7,COc1ccc(cc1OCCF)c1nc(c(C)s1)C(C)Sc1nc(N)cc(N)n1
2Y8,COc1ccc(cc1OCCF)c1nc(c(C)s1)C(C)Sc1nc(N)cc(N)n1
2Y9,CCOCC(CC(C)C)NC(=O)C1CNCC(C(=O)N(c2ccc(cn2)C(C)C)C2CC2)C1O
2YA,CC(Oc1cc[n+]([O-])c2ccccc12)c1cn(nn1)c1ccc(Cl)cc1
2YB,Cc1cc(cc(C)c1c1cccc(c1)COc1ccc2c(c1)OCC2CC(=O)O)OCCCS(C)(=O)=O
2YC,CC1CC=NC1C(=O)NCCCCC(N)C(=O)O
2YD,CC1=CC(C)CCC2OC(C3=C(O)C(=O)C(C)=C4OC(O)(CC43)C(C)CC(C)C1)C(C)C(O)C2C
2YF,NC(CCCCNC(=O)C1CCCC=N1)C(=O)O
2YG,NCCCCC(N)C(=O)NCCCCC(N)C(=O)O
2YH,NCCCC(N)C(=O)NCCCC(N)C(=O)O
2YJ,NCCCCC(N)C(=O)NCCCC(N)C(=O)O
2YK,COc1ccc(OC)c(c1)Sc1ccc2nnc(c3cnn(C)c3)n2n1
2YL,NC1=NC(=NC(=O)N1)c1ccccc1
2YM,NC1=NC(=O)c2cc3nc(NCCN4CCCCC4)[nH]c3cc2N1
2YN,O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O
2YO,O=C1N=CNc2cc3[nH]c(nc3cc21)NCCN1CCCCC1
2YP,CC(=O)NC1C(OC(CO)C(O)C1O)OC1C2COC(O2)C(NC(C)=O)C1OC(C)C(=O)O
2YQ,Cn1ncnc1C1C2=NNC(=O)c3cc(F)cc(NC1c1ccc(F)cc1)c32
2YR,O=C1N=C(C=CN1C1CC(O)C(COP(=O)(O)O)O1)NCCS
2YS,CC(C)CC(NC(=O)C(N)C(C)C)C(=O)NC(CCCCN)C(O)CCl
2YT,N=C(N)NCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(O)CCl
2YU,CC1C=CN(O)C(=S)C=1
2YV,NC1=Nc2cc3nc(NCCc4ccccc4)[nH]c3cc2C(=O)N1
2YW,COC(=O)c1ccc(cc1)CCNc1nc2cc3N=C(N)NC(=O)c3cc2[nH]1
2YX,N#Cc1ccc(cc1)CCNc1nc2cc3N=C(N)NC(=O)c3cc2[nH]1
2YY,NC1=Nc2cc3nc(NCCc4ccc(cc4)C(=O)O)[nH]c3cc2C(=O)N1
2YZ,O=C(O)COc1cc(F)ccc1C(=O)NCc1ccccc1
2Z0,CN(C)c1cccc2cc(ccc12)S(=O)(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CCCNC(N)=[NH2+])C(=O)CCl
2Z4,COc1ccc(cc1)CNC(C(=O)NC(C(=O)NCc1ccc(cc1O)OC)C(C)C)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)(C)C
2ZC,NCCc1ccc(cc1)S(=O)(=O)OCC(N)C(=O)O
2ZE,CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO
2ZI,Cc1cccc2C(=O)NC(=Nc12)c1ccc(cc1)C(F)(F)F
2ZL,Cc1cc(ccc1F)S(=O)(=O)N(Cc1ccccc1)C(C)C(=O)NO
2ZM,O=[N+]([O-])c1ccc2[nH]cnc2c1
2ZO,C[N+](C)(C)CCCC=O
2ZQ,O=[N+]([O-])c1cccc2cccnc12
2ZS,CSCC(NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(=O)OC(C)C
2ZT,c1cnc2cc(ccc2c1)OCc1ccc2ccccc2n1
2ZU,Cc1nc2cc(ccc2s1)OCc1ccc2ccccc2n1
2ZV,Cc1ccnc(N)c1[N+](=O)[O-]
2ZW,Cc1onc(c1C(=O)Nc1ccc(cc1)C(C)C)c1ccccc1Cl
2ZX,Nc1cc(Cl)nc(N)n1
2ZY,CC1=NC(=Cc2cc(F)c(O)c(F)c2)C(=O)N1CC(F)(F)F
2ZZ,CC1=NC(=Cc2cccc(Br)c2)C(=O)N1C
300,COc1cccc(C=O)c1OP(=O)(O)O
301,CC=CCC=Nc1ncnc2[nH]cnc12
302,O=C1C=C(C=NOCCON=Cc2ccc(cc2)C(=O)O)NC(=O)N1
303,CC(C)C1NCCc2ccc(cc21)NC(=O)c1ccc2cc(ccc2c1)C(=N)N
304,CCC(C)Nc1ncc(s1)C(=O)Nc1cc(ccc1C)C(=O)NC
306,O=C1Nc2ccc(cc2C=C1c1cc2cc(ccc2[nH]1)CN1CCCCC1)c1cn[nH]c1
307,Cc1cc2OC=C(CN(C)CCN(C)Cc3cn(c4cccc(c4)C(F)(F)F)c4ccccc34)C(=O)c2cc1C
308,NC12CC3CC(CC(C3)C1)C2
30A,O=C(O)c1cnn2c(O)c(Cc3ccccc3)c(Cl)nc12
30B,COc1ccc2c(cc(nc2c1C)c1nc(cs1)C(C)C)OC1CC2C(=O)NC3(CC3C=CCCCCN(C)C(=O)C2C1)C(=O)NS(=O)(=O)C1CC1
30E,CCC1CN(CCC1C(=O)O)c1nc(cnc1N)c1cc(OC)c(OC)c(c1)OC
30F,NC(=C[SeH])C(=O)O
30G,O=C1CN2C(COc3ccccc32)=NN1
30H,Cc1cc(ccc1F)S(=O)(=O)N(Cc1cccnc1)C(C)C(=O)NO
30J,CC1CN(CCN1c1ccc(C#N)cn1)c1nnc(Cc2ccccc2)c2ccc(Cl)cc12
30K,CCN1CCC(CC1)Nc1ccc2NC(=O)C(=C(c3ccccc3)c3nc4cc(ccc4[nH]3)OC)c2c1
30L,O=C(O)COc1cc(F)ccc1C(=O)NCc1cccc(c1)[N+](=O)[O-]
30M,CC(=O)NCCCCn1c2CCNC(=O)c2c2ccccc21
30N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n1cnc2c(N)ncnc21)C(O)C(=O)NCCC(=O)NCCS(=O)O
30O,Cc1cc(ccc1F)S(=O)(=O)N(Cc1ccc(cc1)[N+](=O)[O-])C(C)C(=O)NO
30P,Cc1cc(ccc1F)S(=O)(=O)N(Cc1cccc(N)c1)C(C)C(=O)NO
30Q,CCC(=O)NCCSC(=O)C(C)C1CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C
30R,Cc1cc(ccc1F)S(=O)(=O)N(Cc1ccc(cc1)CN)C(C)C(=O)NO
30S,Nc1nc(N)c2c(cccc2n1)OCc1ccccc1S(=O)(=O)O
30T,O=S(=O)(c1ccccc1)c1cc(nc(c1)NC1CCC(O)CC1)Nc1cc([nH]n1)c1ccccc1
30U,Nc1nc(N)c2c(cccc2n1)OCc1ccc(cc1)S(=O)(=O)O
30V,NC(=O)c1ccccc1[Se]SCC(N)C(=O)O
30W,CC(=O)NC1=Nc2ncc(C=O)nc2C(=O)N1
30X,CC(C(=O)N(C)C)N(CC(F)(F)F)c1ccc(C#N)c(c1)C(F)(F)F
30Z,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
310,[H]N=C(N)NC(=O)Cn1c(ccc1c1ccccc1Cl)c1ccc(cc1)Oc1ccc(cc1)C(C)=O
311,Cc1ccc(cc1F)c1cccc(n1)C(=O)N1CCCC(C)(C)C1
312,COc1ccccc1c1cc(cc(c1[O-])c1nc2cc(ccc2[nH]1)C(N)=[NH2+])C(CC(=O)[O-])C(=O)[O-]
313,C[SH](C)CC(=O)O
314,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)C1CC(CCN1)Cc1ccccc1
315,CS(=O)(=O)c1ccc(c(F)c1)C1NOC(N1)C(CC1CC1)C(N)C(=O)N1CCC(F)C1
316,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)C1NCCN(Cc2ccccc2)C1=O
317,CS(=O)(=O)c1ccc(c(Cl)c1)c1noc(n1)C(CC1CC1)C(N)C(F)=C1CCCC1
318,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)C1NCN(Cc2ccccc2)C1=O
319,Nc1cc(ccn1)Oc1ccc(cc1F)NC(=O)NC(=O)Cc1ccc(F)cc1
31A,COc1cccc(c1)CC(=N)NC(=O)c1ccccc1OC1CCNCC1
31B,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(c2nc3c(N)ncnc3[nH]2)C(O)C1O)C(O)C(=O)NCCC(=O)NCCOC(=O)c1ccccc1
31D,CC(C)(C)c1ccc(cc1)C(=O)Nc1ccccc1C(=O)Nc1ccc(cc1)C(=O)O
31E,SC=NCc1ccco1
31F,NS(=O)(=O)c1ccc(cc1)C1=Nc2ccccc2C(=O)N1
31G,Nc1nc(N)c2c(cccc2n1)OCc1cccc(c1)S(=O)(=O)O
31H,CSCCC(NC=O)C(=O)NC1C(COP(=O)(O)O)OC(C1O)n1cnc2c(N)ncnc21
31I,COc1cc(cc(C=CC(=O)N2N=Cc3ccccc3C2C(C)C)c1OC)Cc1cnc(N)nc1N
31J,COCCOCCC1C(=O)Oc2c(cc(OC)c(O)c2C)C=1C
31K,COc1cc(cc(C)c1O)c1ccc2c(c1)OCCN2C
31L,COc1cc(cc(C)c1O)c1ccc(cc1)N1CCOCC1
31M,CSCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC1C(COP(=O)(O)O)OC(C1O)n1cnc2c(N)ncnc21
31N,COc1ccc2ncc(F)c(CC(O)C34CCC(CC3)(CO4)NCc3ccc4OCC(=O)Nc4n3)c2n1
31O,COC(=O)C(C)C1N=C(c2ccc(Cl)cc2)c2cc(ccc2-n2c(C)nnc21)OC
31P,CCC(C(=O)OC)C1N=C(c2ccc(Cl)cc2)c2cc(ccc2-n2c(C)nnc21)OC
31Q,NC(CS[Hg]c1ccc(cc1)C(=O)O)C(=O)O
31R,O=C(O)CCc1cc2C(=CC(=O)Oc2cc1O)c1ccccc1
31S,O=C(O)C=C(CCc1ccc(Cl)cc1)c1ccc(cc1)c1ccccc1
31T,O=C1C=C(c2ccccc2)c2cc(CCC3C=C(O)C(=O)NN=3)c(O)cc2O1
31U,CC(C)CC(N)C(=O)N1CCCC1C(=O)NCc1ccc(cc1)C(=N)N
31V,COc1cc(ccc1n1cnc(C)c1)c1cn(CC(=O)Nc2cc(nn2c2ccccc2)C2CC2)nn1
31W,O=C(Nc1ccc(cc1)OC(F)(F)F)N(Cc1cccc(c1)c1nccs1)C1CC1
31X,O=C(O)c1cc2c(nccc2n1Cc1noc(n1)c1ccccc1)c1cccc2ccccc21
31Y,c1cncc(c1)CNc1ccc2ncnc(Nc3ccc(cc3)N3CCOCC3)c2n1
31Z,CC1=CN(C(=O)NC1=O)C1CCCN(Cc2ccc(C(=O)O)c(Oc3cccc(Cl)c3)c2F)C1
320,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1
321,CC(C)CCN1N=C(C(O)=C(C1=O)C1CS(=O)(=O)c2cc(ccc2N=1)NS(C)(=O)=O)c1cccs1
322,CCOc1cc(CC2SC(=S)N(CC(=O)O)C2=O)c(Br)c(Br)c1O
323,CN(C)c1ccc2C(=C3C=CC(C=C3Oc2c1)=[N+](C)C)c1ccc(C=O)cc1C(=O)[O-]
324,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
325,CCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c2cccnc2)c1F
326,Cc1nn(c(O)c1N=Nc1cc(ccc1C(=O)O)S(=O)(=O)O)c1ccc(cc1C)S(=O)(=O)O
327,[H]N=C1NC(CCC)COc2ccsc21
328,COc1ccnc(c1)NC1CCN(CC1)C(=O)c1ccc(C#N)cc1
329,CC1CN=C(N)c2sccc2O1
32A,CCCCC#Cc1ccc(o1)C(=O)NNC(=S)NC
32B,CCC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1OC)N1CCCC(C1)N1C=C(C)C(=O)NC1=O
32C,CC1=CN(C(=O)NC1=O)C1CCCN(C1)C(CC(C)C)c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1F
32D,NC1=NC(c2ccnc(c2)C(F)F)(c2cccc(c2)c2cncnc2)c2cccc(F)c21
32E,CC1=CN(C(=O)NC1=O)C1CCCN(C1)C(CC(C)C)c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1F
32F,O=C(O)COc1ccc(cc1)C1=Nc2ccccc2C(=O)N1
32G,Nc1ncnc2c1ncn2CCCCn1cc(CCCCCC2SCC3NC(=O)NC32)nn1
32H,N#CC1C(=O)Nc2sc(Br)c(c2C=1O)c1ccc(Br)cc1
32J,N#CC1C(=O)Nc2sc(Cl)c(c2C=1O)c1ccc(cc1)c1ccccc1O
32K,COc1c(ccc(C(=O)O)c1Oc1cccc(Cl)c1)CN1CCCC(C1)N1C=C(C)C(=O)NC1=O
32L,CCOC(=O)CC(O)C(N)CC(C)C
32M,CCCCCCCCOCCOCCOCCOCCOCCOCCO
32O,OCC1OC(O)C(O)C1O
32P,CC(NC(=O)c1cc(cc(c1)OS(=O)(=O)Cc1ccccc1)OCC(=O)NCCCCCN)c1ccc(F)cc1
32Q,NCc1ccc(cc1)CC(CP(=O)(O)C(N)CCc1ccccc1)C(=O)O
32R,NCc1ccc(cc1)CC(CP(=O)(O)C(N)CCc1ccccc1)C(=O)O
32S,NC(Cc1c[nH]c2cc[se]c12)C(=O)O
32T,NC(Cc1c[nH]c2ccsc12)C(=O)O
32U,NC(=[NH2+])c1ccc(cc1)CNC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1
32V,C#Cc1csc2C(=O)N(CC)C(=Nc12)NC1CCCC1
32W,COCCNC(=O)c1ccc(cc1)Nc1ncc2cc(ccc2n1)c1ccncc1
32X,Nc1cccc2C(=O)N=CCc12
32Y,Nc1ccc2OC(=O)C=Cc2c1I
32Z,O=C1NCCc2c(cccc21)OCCCCN1CCCCC1
330,COc1ccccc1c1cc2c(c3C(=O)NC(=O)c31)c1cc(O)ccc1n2CCCO
331,CCCCCCCN(CCc1ccc(cc1)OC(C)(CC)C(=O)O)C(=O)Nc1ccc(F)cc1F
332,NC1=NC(COc2ccc3CCNCc3c2)COc2ccsc21
333,c1cn(cn1)c1ccc(cc1)Oc1nccc(n1)Oc1ccc2OCOc2c1
334,Cc1cc(Br)c([O-])c(c1)c1nc2cc(ccc2[nH]1)C(N)=[NH2+]
335,O=P(O)(O)C(F)(F)c1ccc(cc1)CC(Cc1ccc(cc1)C(F)(F)P(=O)(O)O)(c1ccccc1)n1nnc2ccccc21
336,NC(=O)N1CCC(CC1)CC(=O)N1CCC(CC1)C1c2ncc(Br)cc2CCc2cc(Cl)cc(Br)c21
337,COc1c(cc(cc1NS(C)(=O)=O)C(C)(C)C)NC(=O)c1ccc(C)c(c1)n1cc(nn1)C(=O)NCc1ccccc1
338,Oc1ccc2nc(oc2c1)c1cccc2c(O)cccc21
339,CC(NC(=O)NC(CCCNC(N)=O)C(=O)NC(C(=O)NC(CCCNC(N)N)C(=O)c1nccs1)C(C)C)c1ccc(Br)cc1
33A,O=C(NCc1ccccc1)c1cc(c[nH]1)c1n[nH]cc1c1cccc(Cl)c1
33B,O=C(CCl)Nc1ccc(cc1S(=O)(=O)O)N=Nc1ccc(NC(=O)CCl)c(c1)S(=O)(=O)O
33C,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)C2C3CCC(C3)C2C1=O
33D,CC(C)(C)CCO
33E,NC(=O)c1ccc(I)c(c1)[N+](=O)[O-]
33F,CCC(C)NC(=O)c1ccc(nn1)N1CCN(C(C1)C(=O)NCc1ccc(cc1)OC(F)(F)F)S(=O)(=O)c1ccc(cc1)OC(F)(F)F
33G,Cc1[nH]nc2OC(N)=C(C#N)C(c3cc(C#N)cc(c3)c3cccc(F)c3)(c21)C1CCC1
33H,CC(O)CC1OCC(C2CCCCC2)N(C1=O)c1cc(C#CC(C)(C)C)sc1C(=O)O
33J,O=C(O)c1sc(cc1N1C(=O)CCC1C1CCCCC1)c1ccccc1
33K,O=C(O)CN(CC(=O)NC(Cc1cnc[nH]1)C(=O)O)Cc1ccccc1
33L,NCCNC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1
33M,CN(c1cnc2nc(N)nc(N)c2c1)c1cccc2ccccc12
33N,O=C(NCCC(c1ccccc1)c1ccccc1)c1cccnc1
33O,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
33P,Cc1ncc(COP(=O)(O)O)c(CNCC(C)OP(=O)(O)O)c1O
33R,O=C(O)C(Cc1ccccc1N(=O)=O)=NNc1nc(cs1)c1ccc(Cl)c(Cl)c1
33S,NC(Cc1cccc(I)c1)C(=O)O
33T,CC1CN(CCN1S(=O)(=O)c1ccc(cc1Cl)C(N)=O)c1ccc(F)cc1C(F)(F)F
33U,N=C(N)c1ccc(cc1)CNC(=O)C1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1
33V,O=C(O)C1CSC(C(CO)CN1)C1CC2CCSCN2N1
33W,NC(Cc1ccc(Br)s1)C(=O)O
33X,CNC(C)C(=O)O
33Y,CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1ccccc21)C(=O)c1ccc(F)c(F)c1
33Z,[H]N=C(N)Nc1cccc(c1)C(CP(=O)(O)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(C)C)C(=O)O
340,COC1=CC(=O)c2c(C1=O)c(COc1ccccc1)c(C)n2C
341,OCc1cc(F)cc(F)c1
342,c1cn(cn1)c1ccc(cc1)OC1CCCN(Cc2ccc3OCOc3c2)C1
343,[H]N=C(N)Nc1cccc(c1)C(OP(=O)(O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(C)C)C(=O)O
344,NC1=Nc2cc3[nH]cnc3cc2C(=O)N1
345,O=C(CC1(CCOCC1)S(=O)(=O)c1ccc(cc1)Oc1ccc(Cl)cc1)NO
346,[H]N=C(N)c1ccc(cc1)NC(C(=O)O)c1cc(cc(OC2CCOC2)c1F)OCC
347,CC#CCNc1ccc(cc1)S(=O)(=O)CC1(CCN(CC1)C(=O)OC(C)(C)C)C(=O)NO
348,[H]N=C(N)c1ccc(cc1)C1C2C(=O)N(Cc3ccc(cc3)OC)C(C(C)C)C2C2CCCN21
349,O=C1C=C2C=C(C=CC2=N1)Nc1ncc(c(n1)NCc1ccccc1S(=O)(=O)N1CCCC1)C(F)(F)F
34A,Cc1ccc(N)cc1C
34C,CCCOc1ccc(cc1Cl)CC(=O)O
34D,O=C(O)c1cc(O)cc(O)c1
34E,CNC(C(=O)O)C(C)CN1CCN(CCOC)CC1
34F,O=CN(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O
34G,CCC1CN2CCc3cc(OC)c(cc3C2CC1CC1NCCc2cc(OC)c(cc21)OC)OC
34H,O=C(O)C(O)Cc1ccc(O)cc1
34I,N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1c1ncn[nH]1
34J,Nc1ccc(cc1N(=O)=O)CC(NNc1nc(cs1)c1ccc(Cl)c(Cl)c1)C(=O)O
34K,O=C(O)C(Cc1ccccc1N(=O)=O)=NNc1nc(cs1)c1ccc(Br)cc1
34L,O=C1Nc2ccc3ncsc3c2C1=Cc1cnc[nH]1
34M,COc1ccc(cc1)c1noc(CSc2nnc(C)n2c2ccc(cc2)OC)n1
34N,CS(=O)(=O)c1ccc(cc1)C(CCNC(=O)c1ccc(C#N)cc1)c1ccc(F)cc1
34O,COc1ccc(cc1F)CSc1nnc(o1)c1ccc2OCOc2c1
34P,N=C(N)c1csc(CNC(=O)C2CCCN2C(=O)C(CC2CCCCC2)NCC(=O)O)n1
34Q,NC1CN(CC1C(=O)N1CCCC1)C(=O)c1cnc2ccccc2n1
34R,COc1cc(cc(C=CC(=O)N2N=Cc3ccccc3C2c2ccccc2)c1OC)Cc1cnc(N)nc1N
34S,COc1cc(cc(C=CC(=O)N2N=Cc3ccccc3C2c2ccccc2)c1OC)Cc1cnc(N)nc1N
34T,CC1CNc2c(cccc2[SH](=O)=O)C1
34U,COCCOc1ccc2c(c1)ncn2c1ccc2cccc(c2n1)N1CCC(N)CC1
34V,OCC1(O)OCC(O)C1O
34W,CC(=O)NCC(=O)N1C2CCC1c1cc(ccc12)Nc1ncc(c(n1)NC1CCC1)C(F)(F)F
34X,Nc1nc(cn1NC(=O)Nc1ccccc1F)c1ccccc1
34Y,Cc1cc(ccc1NC(=O)Nc1cc(on1)C(C)C)c1cc(NC(=O)c2ccc(cc2)CN2CCN(C)CC2)[nH]n1
34Z,O=C(O)c1ccc(Cl)c(Cl)c1
351,NCc1ccc(cc1)c1cnc2[nH]cc(c3cccc(c3)NC(=O)Nc3ccccc3Oc3ccccc3)c2c1
352,CC(NC1=NC(=O)C(C)(S1)C(C)(C)O)c1ccc(F)cc1
353,CCOC1C=CN(C(=O)C=1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1)c1ccc(F)cc1
354,Nc1nc(O)c2cc(ccc2n1)S(O)(O)Nc1ccc(cc1)C(O)NC(CCC(=O)O)C(=O)O
355,CC1=CC=CC2=NC(=CC(=O)N12)CN1C(=O)N(CC2CCC(CC2)C(=O)NCc2ccccc2)C(=O)c2ccccc21
356,CC#CCn1c(nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C(=O)N2C)N1CCCC(N)C1
357,CCC1=C(C)NC(=O)C(=C1Cc1cccc(C)c1)N(C)CCOC
358,O=C1CCc2c(cc(cc2c2ccc(F)cc2F)C2CCNCC2)N1c1c(Cl)cccc1Cl
359,[H]N=C(N)c1ccc(cc1)CNC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccc(cc12)OCc1cccc(c1)C(=O)O)NS(=O)(=O)CC
35A,CC1CCc2cccc(c2)CC(C)(N)C(=O)OCc2cc(CC1)nc(c2)N(C)S(C)(=O)=O
35B,CNC(=O)N(c1cccc(c1)c1sc(C(=O)O)c(OCC(=O)O)c1Br)C1CCCCC1
35C,Oc1cc(Cl)cc(Cl)c1O
35D,CC(=O)N1CCC(CC1)c1nc2ccccc2nc1OC1CN(C1)c1ccc2ccccc2n1
35E,OCC1CCN(CC1)c1nccnc1OC1CN(C1)c1ccc2ccccc2n1
35F,O=C(Nc1cccc(c1)c1n[nH]c2ccc(cc21)c1nc[nH]n1)c1ccco1
35G,NC1=Nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)C(=O)N1
35H,CN(Cc1ccc(cc1)C(O)CO)C(=O)c1ccc(cc1)S(=O)(=O)Nc1ccccc1
35I,COc1cc(cc(C=CC(=O)N2N=Cc3ccccc3C2CCC(F)(F)F)c1OC)Cc1cnc(N)nc1N
35J,S=CNCc1cccnc1
35K,NC(CCc1ccc2NC(=O)C(=O)Nc2c1)C(=O)O
35M,O=C(O)c1ccnc(c1)c1cc(ccc1O)NC(=O)c1ccc(O)cc1
35N,c1ccn(c1)[Cu](n1cccc1)(n1cccc1)n1cccc1
35O,COc1ccc(cc1)NC(=O)C(C)NC1=NC(=O)c2cnn(c2N1)C1CCCC1
35P,CC1(C)SC(NC1C(=O)O)C(C=O)NC(=O)COc1ccccc1
35Q,CN1CCN(CC1)c1ccc(cc1NC(=O)C1=CNC(=O)C=C1C(F)(F)F)c1cccc(c1)CN1CCOCC1
35R,O=C(Nc1c[nH]nc1c1nc2cc(ccc2[nH]1)CN1CCOCC1)NC1CC1
35S,CCC(c1cccc(n1)C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
35T,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C1=O)C(CS(=O)(=O)N1CCCC1)C1CC1
35V,COc1cc(ccc1OCCS)CCNCC(O)c1ccc(O)c(O)c1
35W,c1ccc(cc1)Cn1cc(cn1)c1c[nH]c2ncc(nc21)c1ccncc1
35X,CCCn1cc(cn1)c1c[nH]c2ncc(nc21)c1ccncc1
35Y,NC(CNC(=O)c1nnn[nH]1)C(=O)O
361,NC1Cn2c(CC1c1cc(F)c(F)cc1F)nc1cnccc12
362,c1cncc(c1)c1c[nH]c2ncc(nc21)c1cn[nH]c1
363,c1cc2nc(cnc2[nH]1)c1cn[nH]c1
364,O=P(O)(O)C(O)(C[n+]1cccc(c1)c1cccc(c1)c1ccccc1)P(=O)(O)O
365,NCC1O[B-]2(OC3C(COP(=O)(O)O)OC(C3O2)n2cnc3c(N)ncnc32)c2c(cccc21)OCCCO
367,[H]N=C(N)c1ccc2cccc(NC(=O)c3cccc(c3)S(=O)(=O)OCCCO)c2c1
368,[H]N=C(N)NCC(OC(=O)c1cccnc1)c1ccc(cc1)B1OCC(CO)O1
369,Cc1cc2cc(O)ccc2c(Oc2ccc(O)cc2)c1c1cccc(O)c1
36A,NC(CCSCC1OC(C(O)C1O)n1cnc2c(ncnc21)NCc1cccc(Cl)c1)C(=O)O
36C,O=C(O)c1nc2ccc(cc2nc1NCc1ccc(F)cc1)C(F)(F)F
