code,rdkit_smiles
DWN,CC1=CN(C(=O)NC1=O)C1CC(O)C(COP(=O)(O)OP(=O)(O)OC2CC(N)C(=O)C(C)O2)O1
DWV,CN1CCN(CC1)C1=NC(=O)C(=Cc2ccc(Cl)c(Cl)c2)S1
DWW,O=C1N=C(SC1=Cc1ccc(Cl)c(Cl)c1)N1CCN(CC1)Cc1ccccc1B(O)O
DWX,O=C1N=C(SC1=Cc1ccc(Cl)c(Cl)c1)N1CCN(CC1)Cc1cccc(c1)B(O)O
DWY,O=C1N=C(SC1=Cc1ccc(Cl)c(Cl)c1)N1CCN(CC1)Cc1ccc(cc1)B(O)O
DWZ,CC(O)C(C=O)C1N=C(C(=O)O)C(SC2CNC(C2)C(=O)N(C)C)C1C
DX1,CC(C)c1nc2nc(N)nc(N)c2nc1C(C)C
DX2,Nc1nc(N)c2nc(c(N)nc2n1)c1ccccc1
DX3,CC1=Nc2c(N)nc(N)nc2NC1(C)C
DX4,NC1=Nc2[nH]cnc2C(=S)N1
DX5,O=P(O)(O)OCC(O)C(O)C(O)CO
DX6,NC1=Nc2[nH]cc(CCc3ccccc3)c2C(=O)N1
DX7,N#Cc1c2C(=O)NC(N)=Nc2[nH]c1c1ccccc1
DX8,COc1ccc(cc1)c1[nH]c2N=C(N)NC(=O)c2c1C#N
DX9,[H]N=C(N)c1ccc2ccc(cc2c1)CC(C(=O)O)c1ccc(cc1)OC1CCN(C1)C(C)=N[H]
DXA,CCC(C)c1ccc2cc3CC(CC(=O)c3c(O)c2c1O)C(OC)C(=O)C(O)C(C)O
DXB,COC(C(=O)C(O)C(C)O)C1CC(=O)c2c(cc3ccc(C)c(O)c3c2O)C1
DXC,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
DXD,O=P(O)(O)OCC1CC(O)CC1O
DXE,COCCOC
DXF,CON=C(C(=O)NC(C=O)C1NC(C(=O)O)=C(COC(N)=O)CS1)c1ccco1
DXG,O=C([O-])C(O)CC(O)C(O)C(=O)[O-]
DXI,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
DXL,O=C(O)C(O)C(O)C(O)C(=O)O
DXN,O=P(O)(O)OCC1CC(O)CC1O
DXO,CSc1nc(nc(n1)c1c(C)cccc1C)N1CCNCC1
DXP,CC(=O)C(O)C(O)COP(=O)(O)O
DXQ,COc1cc2c(nc(nc2cc1OCCCN(C)C)N1CCCN(C)CC1)NC1CCN(C)CC1
DXR,CC(C)(C)n1nc(Cc2cccc(Br)c2)c2c(N)ncnc21
DXT,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(C3C(O)C21)N(C)C
DXU,CC1ONC(c2c(Cl)cccc2Cl)C1C(=O)NC(C=O)C1NC(C(O)O)C(C)(C)S1
DXW,Cc1cc(N)nc(c1)CC1CNCC1OCCNCc1ccco1
DXX,CC(C(=O)O)C(=O)O
DXY,CSC(CCCC1C(=O)NC(N)=NC=1N)c1ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O
DXZ,CSC(CCCC1C(=O)NC(N)=NC=1N)c1ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O
DY,[Dy+2]
DY6,O=C(Nc1ccccc1C(=O)O)c1cccc(c1)S(=O)(=O)N1CCc2ccccc2C1
DYA,NC(=CC(=O)O)C(=O)O
DYB,[NH3+]CCCCOB1OCCO1
DYG,NC(CC(=O)O)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O
DYH,CNC1C(O)COC2CC(CC(N)C(=O)O)(OC21)C(=O)O
DYK,COc1cc(ccc1Nc1nccc(n1)c1c[nH]c2cnccc21)OC1CCN(C)CC1
DYL,C=CCC(N)C(=O)O
DYM,CC(=O)NC1C(O)C=C(OC1OCC(O)CO)C(=O)O
DYN,COC1C(OP(=O)(O)OCCCCO)C(COP(=O)(O)OC2CN(Cc3c[nH]c4c(N)ncnc34)CC2COP(=O)(O)OCCCO)OC1n1cnc2C(=O)NC(N)=Nc21
DYP,CCC(=O)C1CCN(CC1)Cc1ccc(cc1)NCc1cnc2nc(N)nc(N)c2n1
DYS,NCCc1cc(O)c(O)c(c1)SCC(N)C(=O)O
DYY,O=S(=O)(c1ccc2OCCOc2c1)N1CCN(CC1)S(=O)(=O)c1c(F)cccc1F
DZ1,Cc1cccc(C)c1C(=O)Nc1cc(Br)c(O)c(Br)c1
DZ2,O=C(Nc1cc(Br)c(O)c(Br)c1)c1cc(Cl)ccc1Cl
DZ3,Cc1cc(cc(C)c1O)C(=O)Nc1cc(Br)c(O)c(Br)c1
DZ4,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)NP(=O)(O)OP(=O)(O)O)O1
DZ5,O=C(O)C(S)=Cc1ccc(F)cc1
DZ8,CC(C)NCCCn1c(Cc2cc3OCOc3cc2I)nc2c(N)nc(F)nc21
DZ9,Nc1c(sc2nc(ccc12)c1cccs1)C(=O)Nc1cccc(F)c1
DZA,CN(C)NC(=O)CCC(=O)O
DZD,NC(=O)c1cccc(c1)CN1CC(O)C(COP(=O)(O)CP(=O)(O)OCC2OC(C(O)C2O)n2cnc3c(N)ncnc32)C1
DZE,COC(=O)CC(NC(=O)OC(C)(C)C)C(C)=O
DZF,NC1=NC(=O)c2cc(cnc2N1)CNc1ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O
DZG,COc1ccc(cc1)S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1
DZL,CCc1nc(c(s1)C(=O)NC1C2CC3CC1CC(O)(C3)C2)C1CCCO1
DZM,Cc1cnc(N)c2ncn(c12)C1CC(O)C(COP(=O)(O)O)O1
DZN,O=C1C(=COc2cc(ccc21)OC1OC(CO)C(O)C(O)C1O)c1ccc(O)cc1
DZO,Nc1cccc(c1)c1cnn2ccc(nc12)Nc1cccc(Cl)c1
DZP,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DZX,OCC1C2CCC(N2)C(O)C1O
DZY,Cc1nc(CC(=O)O)c(C)s1
DZZ,COP(O)(=S)OC
E,O=P(O)(O)OCC1OC(CC1O)n1cnc2c(ncnc21)NC1c2c(cc3ccc4cccc5ccc2c3c45)C(O)C(O)C1O
E02,NS(=O)(=O)c1cc(ccc1Cl)C(=O)Cn1cnc2ccccc21
E04,CC1(C)CCC2(CCC3C4CCc5cc(ccc5C4CCC32C)C(N)=O)OC1=O
E06,CC(NC(=O)c1c(F)cccc1F)[B-](O)(O)O
E08,CC(C)c1ccccc1C(=O)NC(C)[B-](O)(O)O
E09,Cn1c(CCCO)c(CO)c2C(=O)C(=CC(=O)c21)N1CC1
E0A,CCCCS(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2CC
E0B,CCN1C(=O)c2cccc3c(ccc1c23)S(=O)(=O)NCC1CCN(CC1)C(C)=O
E0C,CCN1C(=O)c2cccc3c(ccc1c23)NS(=O)(=O)c1cc(Br)ccc1OC
E10,O=C1C=CC2=C(CCCC2NCCCCCCCCCCNC2CCCC3NC(=O)C=CC=32)N1
E11,COc1cc2nc(nc(NC3CCN(CC3)Cc3ccccc3)c2cc1OC)NCCCN(C)C
E12,O=C1C=CC2=C(CCCC2NCCCCCCCCCCCCNC2CCCC3NC(=O)C=CC=32)N1
E13,COC(=O)NC(C(=O)NC(C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1
E14,CC(C)CNC(=O)C1N(CSC1(C)C)C(=O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(N)c1ccccc1)C(C)(C)C
E15,CC(C)C(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(N)c1ccccc1)C(C)(C)C
E16,CC(NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(N)c1ccccc1)C(C)(C)C)C(C)(C)C
E17,CC(NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(NC(=O)CN1CCOCC1)c1ccccc1)C(C)(C)C)C(C)(C)C
E18,CN(C)CCSC(Cc1ccccc1)=NOS(=O)(=O)O
E1B,C#Cc1cccc(c1)Nc1nc2cc(ccc2c2cncnc12)C(=O)O
E1E,Cc1cc(C)nc(n1)SCC(=O)c1ccc(c(Cl)c1)S(N)(=O)=O
E1F,NS(=O)(=O)c1ccc(cc1Cl)C(=O)CSc1ncccn1
E1G,NS(=O)(=O)c1cccc(c1)C(=O)CSc1ncccn1
E1H,[H]N=CC
E1P,CCOC(=O)C(=O)N1CCCCC1
E1S,Cc1ccc(s1)c1ccc(cc1)CCC(=O)NC(CCC(=O)O)C(N)=O
E1X,CCN1C(=O)Nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)C1=O
E1Z,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(cc1)N(C)C
E20,COc1cc2CC(CC3CCN(CC3)Cc3ccccc3)C(=O)c2cc1OC
E21,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1O)OC1(CCC(C)C(CC(C)O)O1)C2C
E22,N#CC(O)C(CC1CCCNC1=O)NC(=O)C(Cc1ccccc1)NC(=O)C=Cc1ccccc1
E23,CC(C)(C)c1ccc(cc1)CNC(=O)c1ccccc1C(F)(F)F
E24,O=C(NCc1ccc(Cl)cc1Cl)c1ccccc1C(F)(F)F
E27,NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc1nc2cnc3ccccc3c2[nH]1
E28,NCc1ccc(cc1C(F)(F)F)c1cn[nH]c1c1c[nH]c(c1)C(=O)NCc1ccc2OCCc2c1
E29,O=C(O)C=Cc1cc(Cl)ccc1n1cnnn1
E2B,CC12CCC3c4ccc(O)cc4CCC3C1CC(Cc1cccc(c1)C(N)=O)C2O
E2I,CCCCc1cnc(nc1)SCC(=O)c1ccc(cc1)S(N)(=O)=O
E2M,O=C(O)C1CCC(CC1)COc1ccccc1Sc1ccc(C=CC(=O)N2CCOCC2)c(c1C(F)(F)F)C(F)(F)F
E2P,CCCCCC(O)C=CC1CCC(=O)C=1CC=CCCCC(=O)O
E2Z,Fc1cccc(c1)CCNCCc1ccnc(n1)n1ccnc1
E30,Nc1ccc(cc1)c1nnn[nH]1
E34,CCOC(=O)c1ccc(N)c(N)c1
E35,CCOC(=O)c1cc(O)cc(O)c1
E36,NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc1nc2cc3OCCOc3cc2[nH]1
E37,NC(=O)C(CCC(=O)O)NC(=O)c1ccc(cc1)c1cc(cs1)c1ccccc1
E38,NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc1nc2cc(Br)ccc2[nH]1
E3G,CC12CCC3c4ccc(cc4CCC3C1CCC2=O)OC1OC(C(=O)O)C(O)C(O)C1O
E3O,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
E3P,NC(=O)C(CCC(=O)O)NC(=O)CCc1ccc(cc1)c1ccc(cc1)c1ccccc1
E40,COc1ccc(cc1)c1ccc(cc1)S(=O)(=O)N(OC(C)C)C(CCN1C(=O)c2ccccc2C1=O)C(=O)NO
E41,CC(C)CCN(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc2ccccc2c1
E42,NC(Cc1cccc(c1)c1cccc(O)c1)C(=O)O
E43,O=[W]1234O[W]567(=O)O[W]89%10(=O)O[W]%11%12(=O)(O1)O[W]1(=O)(O8)(O[W]8%13%14(=O)O[W]%15(=O)(O2)(O%11)O[W]2(=O)(O[W](=O)(O3)(O5)(O[W]35(=O)(O[W]%11(=O)(O6)(O9)O[W](=O)(O1)(O3)(O8)[OH+2]%115)O2)[O+]47)(O%13)[OH+2]%15%14)[O+]%12%10
E46,FC(F)(F)Oc1cccc(c1)n1nnc2ccc(nc21)NCC1CCNCC1
E49,Cc1cc(C)nc(n1)SCC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O
E4B,CCOC(=O)c1ccc(O)cc1
E4D,Oc1ccc(cc1)C1Sc2cc(O)ccc2OC1c1ccc(cc1)OCCN1CCCCC1
E4F,NCCCCC(=O)NC1Cc2ccccc2C1Cc1ccc2OCOc2c1C(=O)O
E4H,CCC1OC(=O)C(C)C(O)C(C)CC(C)C(=O)C=CC1C
E4M,CC1NC2N=C(N)NC(=O)C=2[N+]2=CN(c3ccc(cc3)CC(O)C(O)C(O)COC3OC(COP(=O)(O)OC(CCC(=O)O)C(=O)O)C(O)C3O)C(C)C12
E4N,CC[N+](CC)(CC)CC
E4P,O=CC(O)C(O)COP(=O)(O)O
E50,CCc1cnc(nc1)SCC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O
E55,CCCCCCC=CCCCCCCCCCC(=O)NC1C(OCC2OC(OP(=O)(O)O)C(NC(=O)CC(=O)CCCCCCCCCCC)C(OCCCCCCCCCC)C2O)OC(COC)C(OP(=O)(O)O)C1OCCC(CCCCCCC)OC
E57,CCC(CO)Nc1ncc(C)c(n1)c1c[nH]c(c1)C(=O)NC(CO)c1cccc(Cl)c1
E59,CC1=CC(=O)NC(=N1)SCC(=O)c1ccc(cc1)S(N)(=O)=O
E5G,OCCCCCOC1OC(CO)C(O)C(O)C1O
E5S,COC1CN(CC1O)c1ccc(C#CC2(O)CN3CCC2CC3)c(Cc2ccccc2)n1
E62,CNc1cc(O)c2C(=O)OC(C)C(C)CCC(=O)C(O)C(O)CC=Cc2c1
E63,O=C1NNc2cc(ccc21)Nc1ncc(Nc2ccccc2)c(n1)Nc1cc(n[nH]1)C1CC1
E64,CC(C)CC(NC(=O)C(O)CC(=O)O)C(=O)NCCCCNC(N)=[NH2+]
E65,Cc1cc(C)nc(n1)SCC(=O)c1ccc(cc1)S(N)(=O)=O
E67,COc1cc2c(nc(nc2cc1OCCCCCN)NCCCN(C)C)NC1CCN(CC1)Cc1ccccc1
E69,CC(C)CC(NC(=O)C(O)CC(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(N)=O)C(=O)NCCCCNC(=N)N
E6A,O=C1c2ccccc2C(=O)C(C1O)C1C(=O)c2ccccc2C(=O)C1Br
E6C,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C(O)CC(=O)O
E6D,CCOC(=O)CC(O)C(=O)NC(CC(C)C)C(=O)NCCC(C)C
E6U,N=C(N)NCCCNC(=O)C(Cc1ccccc1)NC(=O)c1ccc2NC(=O)C=C(O)c2c1
E70,COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1
E71,Fc1cccc(c1F)c1cnoc1c1c[nH]c2ncc(cc21)c1ccncc1
E72,COc1cc2c(nc(nc2cc1OCCCCCN)NCCCN(C)C)NC1CCN(CCCCCN)CC1
E75,Cc1onc(c2ccccc2)c1c1ccnc(n1)NC1CCC(O)CC1
E7B,COC(C(O)CC(=O)C(C)C(O)CCC(C)C1OC2(CCC(C)C(CCC(C)C(C)=O)O2)CCC1C)C(OC(=O)CC(O)C(C(=O)O)=C(C)C(=O)O)C(C)C
E7T,CCC1CC(O)(C(Nc2cccc3NC(=O)C=Cc32)c2cc(F)c(F)c(O)c21)C(F)(F)F
E86,Cc1cnc(nc1c1c[nH]c(c1)C(=O)NC(CO)c1ccccc1)Nc1ccccc1Cl
E89,COc1ccc(cc1)CCc1c2N=C(N)NC(=O)c2cc2[nH]cnc12
E8U,O=C(O)CCC(O)CC(=O)C(=O)O
E90,NS(=O)(=O)c1ccc(cc1)C(=O)CSc1ncccn1
E91,O=C(O)c1ccc(C=NN=C2c3ccccc3-c3ccccc32)cc1
E94,N#Cc1c(NCCN2CCCCC2)sc(c2ccnc(n2)Nc2cccc(O)c2)c1c1cccc(Cl)c1
E96,Oc1ccc(cc1)c1nc2ccc(cc2[nH]1)c1ccc2nc([nH]c2c1)c1ccc(O)cc1
E97,CN(C)CCCOc1ccc(cc1)c1nc2cc(ccc2[nH]1)c1ccc2nc([nH]c2c1)c1ccc(cc1)OCCCN(C)C
E9L,Cc1ccc(cc1)C1C=C2C(=CC=C[NH+]2C)C(=O)N=1
E9P,CCc1ccc(Oc2ccccc2)c(O)c1
E9Z,COCCOc1ccc(cc1)Nc1ncc(Cl)c(n1)NC1CC1
EA1,c1cn2cnc3[nH]cnc3c2n1
EA2,NCCOP(=O)(O)OP(=O)(O)O
EA4,CCOC(=O)CNC(=O)NCc1ccc(N)cc1
EA5,Cc1ncc(COP(=O)(O)O)c(CNCC(N)CCC(=O)O)c1O
EAA,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
EAB,NCc1cccc(c1)N=Nc1cccc(c1)CC(=O)O
EAC,CCOC(=O)CC(C)=O
EAD,CCc1cc(ccn1)C(=O)C1C=CN(C=C1C(N)=O)C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n2cnc3c(N)ncnc32)C(O)C1O
EAG,CC(=O)NC1C(OCCN)OC(CO)C(O)C1O
EAH,CCCCCC=CCC=CC=CC=CCC(O)CCCC(=O)O
EAL,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
EAM,CCNC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(ccc2-n2c(C)nnc21)OC
EAP,NC=COP(=O)(O)O
EAT,CC1NC(c2nc3ccccc3[nH]2)C(O)C1O
EAX,O=C(O)C(O)C(O)CO
EB0,CCN1C(=O)c2cccc3c(ccc1c23)S(=O)(=O)Nc1ccc(F)cc1
EB1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC=CC(O)(CC)CC)CC(O)CC1O
EB2,CCN1C(=O)c2cccc3c(ccc1c23)S(=O)(=O)NC1CCCCCC1
EB3,CCN1C(=O)c2cccc3c(ccc1c23)S(=O)(=O)NC1CCCCC1
EB4,O=C(NC1COC(=O)C(COC(=O)C(COC1=O)NC(=O)c1cccc(O)c1O)NC(=O)c1cccc(O)c1O)c1cccc(O)c1O
EB5,CCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC
EB7,CCN1C(=O)c2cccc3c(ccc1c23)NS(=O)(=O)c1ccc(F)cc1Cl
EB8,CCN1C(=O)c2cccc3c(ccc1c23)NS(=O)(=O)c1ccccc1C(=O)OC
EB9,CCN1C(=O)c2cccc3c(ccc1c23)NS(=O)(=O)c1ccccc1
EBC,O=C(CI)NCCNC(=O)CI
EBD,Cc1cnc(nc1Nc1cc([nH]n1)C1CC1)Nc1ccc(cc1)CC#N
EBG,OCC1OC(OCCC2CO2)C(O)C(O)C1O
EBH,CC(O)CBr
EBI,CC1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1
EBM,CC(C)NC(=O)c1ccccc1I
EBN,N=C(N)NC1CCC(CC1)CNC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)Cc1ccc(Cl)c(Cl)c1
EBP,CCOP(=O)(Cc1ccc(C)cc1)OCC
EBQ,OCC1OC(OCCC2CO2)C(O)C(O)C1O
EBS,CCN1C(=NN=C2Sc3cc(ccc3N2CC)S(=O)(=O)O)Sc2cc(ccc21)S(=O)(=O)O
EBT,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O
EBU,N=C(N)NCCCC1NC(=O)C(Cc2cn(CCCCC3(CCCN3C1=O)C(=O)NC(Cc1c[nH]c3ccccc13)C(=O)O)c1ccccc21)NC(=O)C(N)Cc1ccccc1
EBW,C=CC[N+](C)(C)c1ccc(cc1)CCC(=O)CCc1ccc(cc1)[N+](C)(C)CC=C
EC2,O=C(O)C1C(SC2=C(C(=CC(=O)N21)Cc1cccc2ccccc12)C1CC1)c1ccccc1
EC5,O=C(O)C(Cc1ccccc1)N1C(=O)C=C(Cc2cccc3ccccc23)C(=C1SO)C1CC1
EC6,CCCCCC(=O)NC(C(=O)NC(CCC(=O)N(C)C)C(=O)NC(CC(C)C)C(O)C(C)CC)C(C)C
ECA,O=C(NCc1cc(cc(c1)CNC(=O)c1cccc(O)c1O)CNC(=O)c1cccc(O)c1O)c1cccc(O)c1O
ECC,NC(=O)CCC(N)CO
ECD,[NH2+]=C1NCC(CCC(=O)O)N1
ECE,O=C1CCCCCO1
ECG,COC(=O)C1C(O)CC2CCC1N2C
ECH,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C
ECL,Clc1ccc(cc1)COC(Cn1ccnc1)c1ccc(Cl)cc1Cl
ECN,Clc1ccc(cc1)COC(Cn1ccnc1)c1ccc(Cl)cc1Cl
ECO,CC12CCC3c4ccc(O)cc4C(CC3C1CCC2O)=NOCC(=O)O
ECP,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)(O)OP(=O)(O)O
ECQ,CC(O)C(N)CC1CCNC1=O
ECS,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O
ECT,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4OCOc4c3C(COC1=O)N1C(O)C3Cc4cc(C)c(OC)c(O)c4C(C21)N3C
ECX,CCSCC(N)C(=O)O
ECZ,COc1cccc2C(=O)NC(=Nc12)c1ccc(cc1)C(F)(F)F
ED1,Cn1cncc1CN(CCN(CC1CCN(CC1)C(=O)OC(C)(C)C)S(=O)(=O)c1ccccc1c1cccc(c1)CCC(=O)O)c1ccc(C#N)cc1
ED2,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc1cncn1C)c1ccc(C#N)cc1)Cc1ccccc1
ED4,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc1cncn1C)c1ccc(C#N)cc1)CC1CCN(CC1)C(=O)OC(C)(C)C
ED5,Cc1ccccc1S(=O)(=O)N(CCN(Cc1cncn1C)c1ccc(C#N)cc1)CC1CCN(CC1)C(=O)OC(C)(C)C
ED7,Cc1ccccc1S(=O)(=O)N(CCN(Cc1cncn1C)c1ccc(C#N)cc1)Cc1ccccc1
ED8,CN1CCC(CC1)Oc1ccc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2c1
ED9,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(OCCCO)C1O
EDA,O=P(O)(O)OCC1OC(CC1O)n1cnc2c1ncn1ccnc21
EDB,NC(=O)Cc1cccc(c1)N1NC(=CC1=NC(=O)Nc1cccc(Cl)c1Cl)c1cccs1
EDC,O=C1N(C=Cc2nccn21)C1CC(O)C(COP(=O)(O)O)O1
EDD,CC(C)(C)C1=CC(=NC(=O)Nc2cccc(Cl)c2Cl)N(N1)c1cccc(c1)CC(N)=O
EDE,[H]N=C(N)CCCCNCCCNC(=O)CNC(=O)CC(O)C(N)CCCC(NC(=O)C(CN)NC(=O)C(O)CNC(=O)CC(N)c1ccc(O)cc1)C(=O)O
EDG,OCC1NCC(O)C1O
EDH,CCCN1C(=NC(=O)c2cccc(c2)C(N)=O)Nc2ccccc21
EDI,O=C1c2ncn(c2N=CN1CCI)C1CC(O)C(COP(=O)(O)O)O1
EDM,C=Cc1cc(nc(n1)S(C)(=O)=O)N(C)C
EDN,NCCN
EDO,OCCO
EDP,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
EDR,CC[N+](C)(C)c1cccc(O)c1
EDT,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
EDU,C#CC1=CN(C(=O)NC1=O)C1CC(O)C(CO)O1
EDV,C#CC1=CN(C(=O)NC1=O)C1OC(CO)C(O)C1C
EDZ,O=C(Nc1cnns1)Nc1ccccc1CCO
EE2,O=C(O)CCC1COc2c(ccc(C=C3c4ccccc4CC3O)c2C(=O)O)O1
EEA,NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CCc1cc(no1)c1ccc(cc1)c1cccc(Cl)c1
EEB,CCC(OC1C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N2C=CC(=O)NC2=O)C1NC(C)=O)C(=O)O
EEC,NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CCc1cc(no1)c1ccccc1
EED,COCC1CC2(C)C(O)CCC2C2CCc3cc(O)ccc3C12
EEE,CCOC(C)=O
EEF,NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CCc1ccc(cc1)c1ccccc1
EEG,NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CCc1ccc(cc1)c1cc(cs1)c1ccccc1
EEH,CNC(=O)CN1CCN(C(=O)CC2CCC(CC2)NC(=O)Cc2sc3ccccc3c2C)C(Cc2ccccc2)C1=O
EEM,C[Se+](CCC(N)C(=O)O)CC1OC(C(O)C1O)n1cnc2c(N)ncnc21
EES,Oc1ccc(cc1)n1nc2ccc(O)cc2c1Cl
EET,CCCCCC(O)C(O)CC=CCC=CCC=CCCCC(=O)O
EEU,CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)C#Cc1cc(CN(CC(=O)O)CC(=O)O)nc(c1)CN(CC(=O)O)CC(=O)O
EF1,CC(C)C(NC(=O)CCc1ccccc1)P(=O)(O)CC(CCCCCN)C(=O)O
EF2,O=C1CCC(C(=O)N1)N1C(=O)c2ccccc2C1=O
EF3,CN1CCN(CCCOc2ccc(cc2C(F)(F)F)c2cc3c(ncn3C)c(C=N)n2)CC1
EF4,CCC1C=CC=CCC(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C
EFA,C#Cc1nc(N)c2ncn(c2n1)C1OC(CF)C(O)C1O
EFB,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(OC(CC(C)O)C(C)CC1=O)C2C
EFC,NC(CSSCCF)C(=O)O
EFE,C[N+]12C3CSC1C1CSC4c5ccccc5O[Fe]2(OC3=O)[N+]=41
EFG,O=C1Nc2nccn2-c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1F
EFO,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C
EFP,COc1ccc(cc1)CC(=O)Nc1cn(cn1)C1CC(C1)NC(C)=O
EFQ,COc1ccc(cc1)CC(=O)Nc1cn(cn1)C1CC(O)C1
EFS,CCOP(=O)(O)O
EFT,N#CC(CC1CCCCC1)c1n[nH]c2cc(O)ccc12
EFU,Cc1cccc(c1)Cc1n[nH]c2cc(O)c(cc12)C(=O)N(C)Cc1ccccc1
EFW,NC(=O)c1ccc(nc1)NC1CCC(O)C1
EFY,CC(C)(C)c1cccc(c1)C(=O)NCC1(CCCC1)NC(=O)c1cccc2nocc12
EFZ,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(O1)C(F)(F)F
EG1,NCC(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(N)(=O)=O
EG2,NCCOCCOCCNC(=O)c1ccc(cc1)S(N)(=O)=O
EG3,NC(Cc1ccccc1)C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(N)(=O)=O
EG6,Cc1nc(sc1C(=O)NC(CO)C(=O)O)c1ccc(cc1)C(F)(F)F
EG8,c1cncc(c1)CCCNCCc1ccnc(n1)n1ccnc1
